year,count,count_rendements
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,195959.0,
1999,225353.0,0.1500007654662454
2000,246909.0,0.09565437336090499
2001,229272.0,-0.0714311750482971
2002,225353.0,-0.017093234237063437
2003,242989.0,0.07825944185344769
2004,244949.0,0.008066208758421123
2005,288060.0,0.1759999020204206
2006,268464.0,-0.0680274942720267
2007,260626.0,-0.029195720841528106
2008,250828.0,-0.037594100358367966
2009,266505.0,0.06250099669893316
2010,250828.0,-0.05882441229995683
2011,254747.0,0.015624252475800127
2012,244949.0,-0.03846168944089623
2013,252787.0,0.03199849764644891
2014,219474.0,-0.1317828844046569
2015,231232.0,0.05357354401888159
2016,227313.0,-0.016948346249654023
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,232021.0,0.02071152991689873
1991,371234.0,0.6000017239818809
1992,289917.0,-0.21904513056454955
1993,287574.0,-0.00808162336116891
1994,352120.0,0.2244500545946435
1995,277675.0,-0.21141940247642854
1996,252683.0,-0.09000450166561624
1997,257301.0,0.01827586343363019
1998,257831.0,0.0020598443068624572
1999,293055.0,0.13661662096489557
2000,279178.0,-0.04735288597703502
2001,356187.0,0.2758419359691666
2002,265124.0,-0.2556606501640992
2003,242518.0,-0.0852657624356905
2004,235580.0,-0.028608185784148032
2005,234961.0,-0.0026275575176161192
2006,272305.0,0.1589370150790983
2007,284149.0,0.04349534529296184
2008,248242.0,-0.1263668005166304
2009,268615.0,0.08206910998138905
2010,228553.0,-0.14914282523314037
2011,235734.0,0.03141940818978539
2012,244949.0,0.039090669992449145
2013,261655.0,0.06820195224312009
2014,235536.0,-0.09982228507003499
2015,224598.0,-0.046438760953739555
2016,240021.0,0.06866935591590306
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,,0.0
1992,,0.0
1993,,0.0
1994,,0.0
1995,,0.0
1996,,0.0
1997,,0.0
1998,,0.0
1999,,0.0
2000,,0.0
2001,,0.0
2002,,0.0
2003,,0.0
2004,,0.0
2005,170075.0,-0.2914161677519884
2006,158170.0,-0.06999853006026757
2007,151367.0,-0.04301068470632863
2008,130958.0,-0.13483123798450125
2009,86738.0,-0.3376655110798882
2010,76534.0,-0.1176416334247965
2011,96943.0,0.26666579559411496
2012,74833.0,-0.22807216611823444
2013,74833.0,0.0
2014,61227.0,-0.18181818181818177
2015,85038.0,0.38889705522073603
2016,79935.0,-0.060008466803076255
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,,0.0
1992,,0.0
1993,,0.0
1994,,0.0
1995,,0.0
1996,,0.0
1997,,0.0
1998,,0.0
1999,,0.0
2000,,0.0
2001,,0.0
2002,,0.0
