year,count,count_rendements
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,691106.0,
1999,628907.0,-0.08999921864373917
2000,656551.0,0.04395562459950364
2001,774039.0,0.1789472561918266
2002,621996.0,-0.19642808695685876
2003,573618.0,-0.07777863523238093
2004,587440.0,0.024096175503558026
2005,559796.0,-0.047058422987879656
2006,476863.0,-0.14814861127982337
2007,670373.0,0.40579789163764013
2008,656551.0,-0.02061837215997664
2009,559796.0,-0.1473685974128438
2010,552885.0,-0.01234556874289916
2011,518330.0,-0.062499434783001906
2012,428486.0,-0.1733335905697143
2013,373197.0,-0.12903338732187286
2014,518330.0,0.38889112184717445
2015,656551.0,0.26666602357571434
2016,822417.0,0.2526323164537103
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,1185372.0,0.4413272099190557
1991,865322.0,-0.26999962880850903
1992,1007005.0,0.163734424873053
1993,1090206.0,0.08262223126995405
1994,1087496.0,-0.002485768744622585
1995,1040646.0,-0.04308061822756126
1996,815651.0,-0.21620704831422022
1997,590431.0,-0.2761229986844864
1998,817797.0,0.3850847939894755
1999,982733.0,0.2016833028245395
2000,1031615.0,0.049740875700724496
2001,1105109.0,0.07124169384896506
2002,970879.0,-0.12146313169108203
2003,1100818.0,0.1338364512982566
2004,936786.0,-0.14900919134679846
2005,1006666.0,0.07459547858315552
2006,828182.0,-0.17730210417357894
2007,1018971.0,0.23037086051133682
2008,1053064.0,0.033458263287178935
2009,850535.0,-0.19232354348833502
2010,803007.0,-0.055880122511125396
2011,636265.0,-0.20764700681314108
2012,767333.0,0.2059959293690523
2013,624298.0,-0.18640538071476143
2014,932946.0,0.494392101208077
2015,1005650.0,0.07792948359283391
2016,1065596.0,0.059609207974941514
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,,0.0
1992,,0.0
1993,,0.0
1994,,0.0
1995,,0.0
1996,,0.0
1997,,0.0
1998,,0.0
1999,,0.0
2000,,0.0
2001,,0.0
2002,,0.0
2003,,0.0
2004,,0.0
2005,328886.0,-0.69135957717559
2006,473596.0,0.4400004864907596
2007,786038.0,0.6597226327925068
2008,450574.0,-0.4267783491383368
2009,378219.0,-0.16058405500539308
2010,638039.0,0.6869564987480798
2011,509773.0,-0.2010315983819171
2012,141421.0,-0.7225804426676188
2013,180887.0,0.27906746522793635
2014,568973.0,2.1454609784008802
2015,345330.0,-0.3930643457598164
2016,1124790.0,2.257145339240726
1980,,0.0
1981,,0.0
1982,257822.0,-0.7707821015478444
1983,322278.0,0.2500019393224784
1984,291339.0,-0.09600096810827918
1985,206258.0,-0.2920343654642873
1986,195945.0,-0.05000048482967934
1987,154693.0,-0.21052846462017405
1988,252666.0,0.6333382893860744
1989,348060.0,0.37754980883854583
