year,count,count_rendements
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,5816.0,
1999,6165.0,0.060006877579092066
2000,6049.0,-0.01881589618815893
2001,6107.0,0.009588361712679738
2002,5409.0,-0.11429507122973637
2003,7910.0,0.4623775189498984
2004,5409.0,-0.31618204804045513
2005,7328.0,0.35477907191717506
2006,8259.0,0.12704694323144095
2007,6340.0,-0.2323525850587238
2008,6688.0,0.054889589905362746
2009,6340.0,-0.05203349282296654
2010,5525.0,-0.1285488958990536
2011,10760.0,0.9475113122171945
2012,11225.0,0.04321561338289959
2013,5932.0,-0.47153674832962134
2014,8433.0,0.42161159811193527
2015,11632.0,0.37934305703782756
2016,7037.0,-0.39503094910591474
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,76068.0,9.809720051158164
1991,75308.0,-0.00999106062996269
1992,41801.0,-0.44493280926329204
1993,75858.0,0.8147412741321978
1994,88913.0,0.17209786706741537
1995,67534.0,-0.24044852833668873
1996,64390.0,-0.046554328190244965
1997,56885.0,-0.11655536574002179
1998,69903.0,0.22884767513404247
1999,57761.0,-0.17369783843325748
2000,76909.0,0.3315039559564412
2001,83639.0,0.08750601360048882
2002,59362.0,-0.29025932878202754
2003,47836.0,-0.19416461709511135
2004,54748.0,0.14449368676310725
2005,78785.0,0.4390480017534888
2006,49220.0,-0.3752617884114996
2007,60572.0,0.23063795205201143
2008,64520.0,0.06517863039027927
2009,36296.0,-0.4374457532548047
2010,47742.0,0.31535155389023584
2011,43192.0,-0.0953039252649659
2012,44721.0,0.035400074087794
2013,63014.0,0.4090472037745132
2014,44714.0,-0.2904116545529565
2015,64723.0,0.44748848235451977
2016,78068.0,0.20618636342567553
1980,,0.0
1981,,0.0
1982,9891.0,-0.8733027616949326
1983,10484.0,0.059953493074512254
1984,6033.0,-0.4245516978252576
1985,4945.0,-0.18034145532902368
1986,5143.0,0.04004044489383207
1987,5737.0,0.11549679175578453
1988,4154.0,-0.2759281854627854
1989,4352.0,0.047664901299951934
1990,3165.0,-0.27274816176470584
1991,9396.0,1.9687203791469194
1992,9990.0,0.06321839080459779
1993,8605.0,-0.13863863863863868
1994,10781.0,0.25287623474723997
1995,8902.0,-0.17428809943418977
1996,8011.0,-0.10008986744551784
1997,10979.0,0.3704905754587442
1998,12957.0,0.18016212769833317
1999,14935.0,0.1526587944740294
2000,13056.0,-0.12581185135587547
2001,9198.0,-0.2954963235294118
2002,9297.0,0.010763209393346296
2003,12264.0,0.31913520490480796
2004,18100.0,0.4758643183300717
2005,8308.0,-0.5409944751381215
2006,8110.0,-0.023832450649975967
2007,10484.0,0.29272503082614065
2008,13155.0,0.25476917207172844
2009,10385.0,-0.21056632459141011
2010,8110.0,-0.21906596051998073
2011,10880.0,0.3415536374845869
2012,10583.0,-0.0272977941176471
2013,10088.0,-0.046773126712652324
2014,10583.0,0.049068199841395765
