year,count,count_rendements
1980,30349.0,
1981,30140.0,-0.006886553098948922
1982,31605.0,0.04860650298606495
1983,35163.0,0.11257712387280483
1984,32023.0,-0.08929841026078544
1985,23023.0,-0.2810479967523343
1986,27628.0,0.2000173739304174
1987,31605.0,0.14394816852468506
1988,29302.0,-0.0728682170542636
1989,30558.0,0.04286396832980688
1990,25326.0,-0.17121539367759675
1991,29930.0,0.18178946537155483
1992,25535.0,-0.14684263280988974
1993,23442.0,-0.08196592911689837
1994,20721.0,-0.11607371384694143
1995,23442.0,0.13131605617489495
1996,18419.0,-0.2142735261496459
1997,19465.0,0.05678918508062325
1998,24907.0,0.27957873105574116
1999,22605.0,-0.09242381659774357
2000,21558.0,-0.046317186463171844
2001,20721.0,-0.03882549401614255
2002,17372.0,-0.16162347377057096
2003,19047.0,0.09641952567349765
2004,21140.0,0.10988607129731709
2005,19256.0,-0.08912015137180695
2006,16326.0,-0.15216036560033241
2007,21767.0,0.33327208134264374
2008,19674.0,-0.09615472963660587
2009,19047.0,-0.031869472400121945
2010,17163.0,-0.09891321467947711
2011,18000.0,0.04876769795490299
2012,16744.0,-0.06977777777777783
2013,13395.0,-0.20001194457716198
2014,15907.0,0.18753266144083613
2015,13186.0,-0.1710567674608663
2016,14860.0,0.12695282875777347
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,217899.0,13.663458950201884
1985,172140.0,-0.21000096374926003
1986,329027.0,0.911391890321831
1987,374786.0,0.13907369304038886
1988,381323.0,0.017441953541487587
1989,335564.0,-0.12000062938768441
1990,361712.0,0.07792254234661655
1991,298521.0,-0.17469976113593133
1992,387860.0,0.2992720780112621
1993,331206.0,-0.14606816892693242
1994,307237.0,-0.07236885805208848
1995,398755.0,0.2978742794650384
1996,300700.0,-0.24590287269125155
1997,296342.0,-0.014492850016627923
1998,335564.0,0.13235383442104065
1999,261478.0,-0.22078053664874664
2000,315953.0,0.20833492683896915
2001,324669.0,0.027586381518770242
2002,333385.0,0.026845802956241505
2003,281089.0,-0.1568636861286501
2004,307237.0,0.09302391769154972
2005,315953.0,0.028368978996670347
2006,305058.0,-0.03448297689846269
2007,374786.0,0.22857292711549926
2008,257120.0,-0.3139551637467781
2009,300700.0,0.1694928438083385
2010,178677.0,-0.40579647489191883
2011,376965.0,1.109756711831965
2012,322490.0,-0.14450943721565668
2013,217899.0,-0.32432323482898695
2014,302879.0,0.3899972005378638
2015,196109.0,-0.35251701174396377
2016,237510.0,0.21111218760995154
1980,18279.0,-0.9230390299355816
1981,28121.0,0.5384320805295695
1982,30757.0,0.09373777603925881
1983,17927.0,-0.41714081347335563
1984,18103.0,0.009817593573938854
1985,18982.0,0.048555488040656236
1986,26891.0,0.4166578864187125
1987,24957.0,-0.07191997322524268
1988,19158.0,-0.23235965861281405
1989,26012.0,0.35776177053972225
1990,33570.0,0.2905582039058896
1991,21442.0,-0.36127494787012215
1992,26891.0,0.25412741348754775
1993,20212.0,-0.2483730616191291
1994,24782.0,0.2261033049673462
1995,16170.0,-0.3475102897264143
1996,16170.0,0.0
1997,18806.0,0.16301793444650592
1998,19685.0,0.0467404019993618
1999,25309.0,0.28569977139954283
2000,25485.0,0.006954047967126398
2001,21970.0,-0.13792426917794787
2002,21970.0,0.0
2003,26188.0,0.19198907601274473
2004,23551.0,-0.10069497479761724
2005,22497.0,-0.04475393826164498
2006,18982.0,-0.15624305462950616
2007,34624.0,0.8240438309977873
2008,38315.0,0.10660235674676533
2009,31812.0,-0.16972465092000522
2010,26188.0,-0.17678863322016847
2011,30933.0,0.18118985795020626
2012,31812.0,0.02841625448550089
2013,20915.0,-0.3425436942034452
2014,29351.0,0.4033468802295004
2015,21970.0,-0.2514735443426118
2016,23024.0,0.04797451069640424
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,46771.0,1.031402015288395
1992,34610.0,-0.26001154561587303
1993,30869.0,-0.10809014735625544
1994,39288.0,0.2727331627198808
1995,38820.0,-0.011912034208918731
1996,33207.0,-0.14459041731066458
1997,24789.0,-0.25350076791038034
1998,30401.0,0.22639073782726205
1999,29466.0,-0.03075556725107731
2000,29933.0,0.01584877485915981
2001,24789.0,-0.17185046604082455
2002,21515.0,-0.13207471055710196
2003,23853.0,0.10866837090402037
2004,28998.0,0.21569613885045902
2005,29933.0,0.03224360300710405
2006,26192.0,-0.12497912003474432
2007,26192.0,0.0
2008,26659.0,0.01782987171655459
2009,22450.0,-0.15788289133125777
2010,20579.0,-0.08334075723830736
2011,25724.0,0.25001214830652607
2012,14967.0,-0.41816980251904834
2013,20579.0,0.37495824146455536
2014,12628.0,-0.3863647407551387
2015,11693.0,-0.0740418118466899
2016,13096.0,0.11998631659967507
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,,0.0
1992,,0.0
1993,,0.0
1994,,0.0
1995,251700.0,18.21960904092853
1996,254217.0,0.010000000000000009
1997,392652.0,0.5445544554455446
1998,347346.0,-0.11538461538461542
1999,430407.0,0.23913043478260865
2000,460611.0,0.07017543859649122
2001,405237.0,-0.1202185792349727
2002,503400.0,0.2422360248447204
2003,538638.0,0.07000000000000006
2004,500883.0,-0.07009345794392519
2005,445509.0,-0.11055276381909551
2006,425373.0,-0.04519774011299438
2007,699726.0,0.6449704142011834
2008,553740.0,-0.2086330935251799
2009,508434.0,-0.08181818181818179
2010,528570.0,0.03960396039603964
2011,405237.0,-0.23333333333333328
2012,583944.0,0.44099378881987583
2013,505917.0,-0.13362068965517238
2014,636801.0,0.2587064676616915
2015,523536.0,-0.17786561264822132
2016,465645.0,-0.11057692307692313
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,,0.0
1985,,0.0
1986,,0.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,0.0
1991,,0.0
1992,,0.0
1993,,0.0
1994,,0.0
1995,,0.0
1996,,0.0
1997,,0.0
1998,,0.0
1999,,0.0
2000,,0.0
2001,,0.0
2002,,0.0
2003,,0.0
2004,,0.0
2005,,0.0
2006,104782.0,-0.7749744977396944
2007,102687.0,-0.019993892080700904
