year,count,count_rendements
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,39121.0,
2009,31688.0,-0.1900002556171877
2010,33644.0,0.061726836657409745
2011,44989.0,0.33720722862917607
2012,38730.0,-0.1391228967080842
2013,40295.0,0.040407952491608556
2014,41468.0,0.029110311453033777
2015,44207.0,0.06605093083823665
2016,52422.0,0.18583029836903653
1980,,0.0
1981,,0.0
1982,8319.0,-0.8413070848117202
1983,11730.0,0.4100252434186802
1984,27703.0,1.3617220801364023
1985,20548.0,-0.2582752770458073
1986,10815.0,-0.4736714035429239
1987,10981.0,0.015349052242256134
1988,7154.0,-0.3485110645660686
1989,9484.0,0.325691920603858
1990,8901.0,-0.061471952762547466
1991,6323.0,-0.2896303786091451
1992,3494.0,-0.4474142021192472
1993,12811.0,2.6665712650257585
1994,12146.0,-0.0519085161189603
1995,10233.0,-0.1575004116581591
1996,19550.0,0.9104856835727548
1997,50996.0,1.6084910485933506
1998,16638.0,-0.673739116793474
1999,34108.0,1.050006010337781
2000,16305.0,-0.5219596575583441
2001,25207.0,0.545967494633548
2002,34774.0,0.37953743007894625
2003,19800.0,-0.4306090757462472
2004,17221.0,-0.1302525252525253
2005,8569.0,-0.5024098484408571
2006,10732.0,0.2524215194305053
2007,13727.0,0.2790719344017891
2008,9817.0,-0.28484009616085093
2009,11896.0,0.2117754914943466
2010,6988.0,-0.41257565568258237
2011,7903.0,0.13093875214653683
2012,16971.0,1.1474123750474505
2013,14558.0,-0.1421837251782453
2014,14891.0,0.02287402115675241
2015,17304.0,0.16204418776442142
2016,26788.0,0.5480813684697179
1980,,0.0
1981,,0.0
1982,,0.0
1983,,0.0
1984,12371.0,-0.5381887412274153
1985,36742.0,1.9700105084471748
1986,22144.0,-0.3973109792607915
1987,15588.0,-0.29606213872832365
1988,19670.0,0.2618681036694894
1989,12371.0,-0.3710726995424505
1990,15093.0,0.22003071699943422
1991,14722.0,-0.02458093155767571
1992,24371.0,0.655413666621383
1993,35629.0,0.46194247261089005
1994,47134.0,0.3229111117348227
1995,34639.0,-0.2650952603216362
1996,30433.0,-0.12142382863246626
1997,22515.0,-0.26017809614563137
1998,21402.0,-0.04943371085942705
1999,25856.0,0.20811139145874225
2000,17320.0,-0.3301361386138614
2001,16948.0,-0.02147806004618935
2002,23381.0,0.3795728109511447
2003,21031.0,-0.10050896026688338
2004,9155.0,-0.5646902192002282
2005,10021.0,0.09459311851447305
2006,8041.0,-0.19758507135016468
2007,6557.0,-0.18455415993035695
2008,9526.0,0.4527985359158151
2009,7423.0,-0.22076422422842745
2010,14722.0,0.9832951636804526
2011,12000.0,-0.18489335688085862
2012,9526.0,-0.20616666666666672
2013,7670.0,-0.19483518790678145
2014,6557.0,-0.14511082138200782
2015,6557.0,0.0
2016,6557.0,0.0
1980,1254848.0,190.37532408113466
1981,1332582.0,0.06194694496863362
