site;year;count;count_rendements;count_rendements_rendements
27;1997;227320,0;0,02384405429994696;-0,37018310850416747
27;1998;257829,0;0,13421168396973426;4,628727492456382
27;1999;221895,0;-0,1393714438639564;-2,0384449381872423
27;2000;212905,0;-0,04051465783366004;-0,7093044549842842
27;2001;246978,0;0,1600385148305583;-4,950138626065268
27;2002;268549,0;0,08733976305581881;-0,4542578506911896
27;2003;310328,0;0,1555730983917274;0,781240215780076
27;2004;240950,0;-0,223563455440695;-2,4370315803428326
27;2005;272454,0;0,13074911807428924;-1,584841193371934
27;2006;266374,0;-0,022315693658379043;-1,1706756725173448
27;2007;296279,0;0,11226696299188355;-6,030852489307668
27;2008;290592,0;-0,01919474549326816;-1,1709741225889923
27;2009;282493,0;-0,027870691553793625;0,4519958893733822
27;2010;307497,0;0,0885119277291826;-4,175806655473346
27;2011;241054,0;-0,21607690481533148;-3,441217928011418
27;2012;301993,0;0,25280227666829846;-2,1699643554425867
27;2013;249520,0;-0,1737556830787469;-1,6873185058642943
27;2014;235577,0;-0,05587928823340815;-0,6784031046162479
27;2015;277906,0;0,179682227042538;-4,215542515359253
27;2016;282598,0;0,016883406619504493;-0,9060374145100756
15;1980;;0,0;-1,0
15;1981;;0,0;
15;1982;;0,0;
15;1983;;0,0;
15;1984;;0,0;
15;1985;;0,0;
15;1986;;0,0;
15;1987;;0,0;
15;1988;;0,0;
15;1989;;0,0;
15;1990;;0,0;
15;1991;;0,0;
15;1992;;0,0;
15;1993;;0,0;
15;1994;;0,0;
15;1995;;0,0;
15;1996;;0,0;
15;1997;;0,0;
15;1998;;0,0;
15;1999;;0,0;
15;2000;;0,0;
15;2001;;0,0;
15;2002;;0,0;
15;2003;;0,0;
15;2004;;0,0;
15;2005;316603,0;0,12032993864075481;inf
15;2006;373591,0;0,17999829439392556;0,495872901018513
15;2007;579383,0;0,5508483876752919;2,06029781854356
15;2008;519229,0;-0,10382424061458484;-1,1884806108859594
15;2009;579383,0;0,11585254290496105;-2,1158525429049613
15;2010;531893,0;-0,0819665057483564;-1,7075071784621692
15;2011;531893,0;0,0;-1,0
15;2012;547723,0;0,029761624988484447;inf
15;2013;560387,0;0,02312117621498455;-0,2231211762149835
15;2014;503399,0;-0,10169400789097538;-5,398305992109032
15;2015;696526,0;0,38364597466423245;-4,7725524111069895
15;2016;775677,0;0,11363682044891354;-0,7037976990417567
1;1980;;0,0;-1,0
1;1981;;0,0;
1;1982;924413,0;0,19174991652453266;inf
1;1983;942901,0;0,019999718740433048;-0,8956989442137553
1;1984;1026098,0;0,08823513815342232;3,4118189509854977
1;1985;841216,0;-0,18017967094760934;-3,0420398802381294
1;1986;785751,0;-0,06593431413572737;-0,6340635223221214
1;1987;933657,0;0,18823520428227258;-3,8548898513570022
1;1988;915169,0;-0,019801704480339133;-1,1051966052569264
1;1989;942901,0;0,03030259984767847;-2,530302599847682
1;1990;1118539,0;0,18627406270647717;5,147131389478712
1;1991;1016854,0;-0,09090876580968565;-1,4880377036331454
1;1992;998366,0;-0,01818156785536562;-0,8000020383795761
1;1993;868948,0;-0,1296298151179026;6,12973799339572
1;1994;915169,0;0,053191905614605295;-1,4103369704433004
1;1995;831972,0;-0,09090889223739007;-2,709073799612634
1;1996;721042,0;-0,13333381411874434;0,4666751605615238
1;1997;896680,0;0,24358913905153923;-2,8269119552419295
1;1998;804239,0;-0,10309251907034844;-1,423222970743929
1;1999;1081563,0;0,34482784346444273;-4,3448386611751975
1;2000;868948,0;-0,19658124399595767;-1,5700851822780035
1;2001;952145,0;0,09574450945280955;-1,4870480393072412
1;2002;1016854,0;0,06796128740895546;-0,2901808385946961
1;2003;970633,0;-0,04545490306376332;-1,6688352265936266
1;2004;1192493,0;0,22857248826281396;-6,028555180112838
1;2005;1155516,0;-0,031008148475504704;-1,1356600206401541
1;2006;1210981,0;0,04800020077610356;-2,5479866788570735
1;2007;1174004,0;-0,030534748274333;-1,636137928188301
1;2008;1284934,0;0,09448860480884225;-4,094461560970777
1;2009;1386619,0;0,07913636031111326;-0,16247720588940606
1;2010;1312666,0;-0,05333332371761823;-1,6739420856347942
1;2011;1395863,0;0,06338017439318144;-2,1883784841304443
1;2012;1516037,0;0,08609297617316303;0,35835814586248715
1;2013;1155516,0;-0,23780488207082018;-3,7621867966616875
1;2014;1312666,0;0,13599984768709383;-1,5718967857295376
1;2015;1469816,0;0,11971819183249965;-0,11971819183249921
1;2016;1719408,0;0,16981173153646445;0,41842880298469387
2;1980;374468,0;-0,7822110866065529;-5,606343033717816
2;1981;458723,0;0,22499919886345432;-1,287645116153445
2;1982;454043,0;-0,010202235335921683;-1,045343429609779
2;1983;524255,0;0,15463733611133756;-16,157201438675443
2;1984;402553,0;-0,2321427549570343;-2,5012076694718375
2;1985;374468,0;-0,06976721077721448;-0,6994641905144651
2;1986;318298,0;-0,1499994659089695;1,1499994659089676
2;1987;369787,0;0,16176350464030564;-2,078427204124016
2;1988;388511,0;0,05063455448677212;-0,6869840660329276
2;1989;351064,0;-0,09638594531428968;-2,903560647294127
2;1990;365106,0;0,03999840484925832;-1,4149817145936978
2;1991;351064,0;-0,038460063652747456;-1,9615399363472519
2;1992;374468,0;0,06666590707107534;-2,733380050355506
2;1993;374468,0;0,0;-1,0
2;1994;318298,0;-0,1499994659089695;-inf
2;1995;322979,0;0,014706344369113111;-1,0980426448854024
2;1996;285532,0;-0,11594252257886739;-8,883843847854862
2;1997;266809,0;-0,06557233514982563;-0,4344410170546231
2;1998;285532,0;0,07017379473705909;-2,0701737947370584
2;1999;313617,0;0,09836025384195124;0,40166645128009226
2;2000;313617,0;0,0;-1,0
2;2001;402553,0;0,2835815660503098;inf
2;2002;369787,0;-0,081395493264241;-1,287026742950565
2;2003;416596,0;0,1265836819574513;-2,555168190289259
2;2004;430638,0;0,03370651662521973;-0,7337214710143323
2;2005;449362,0;0,0434796743436483;0,2899486122252142
2;2006;341702,0;-0,23958412148779828;-6,510255656337448
2;2007;360426,0;0,05479628448179996;-1,22871417413441
2;2008;351064,0;-0,025974818686776202;-1,4740251813132235
2;2009;393191,0;0,11999806303124227;-5,619784433464915
2;2010;402553,0;0,023810311019326402;-0,8015775386880434
2;2011;440000,0;0,09302377575126752;2,9068694094655796
2;2012;416596,0;-0,053190909090909066;-1,5717990767557541
2;2013;341702,0;-0,17977609002486816;2,3798273633114864
2;2014;393191,0;0,1506839292717046;-1,8381755841439245
2;2015;486809,0;0,2380980236068475;0,5801155754143021
2;2016;510213,0;0,04807635027289958;-0,7980816911261546
16;1980;;0,0;-1,0
16;1981;;0,0;
16;1982;;0,0;
16;1983;;0,0;
16;1984;828376,0;0,6235885796716274;inf
16;1985;886363,0;0,07000082088327031;-0,8877451846213544
16;1986;786957,0;-0,11215043949262327;-2,602130347580344
16;1987;960916,0;0,22105273858673335;-2,971037648954315
16;1988;347918,0;-0,63793089094156;-3,8858764429704555
16;1989;389337,0;0,11904816652199646;-1,186616086808849
16;1990;480458,0;0,23404146022597394;0,9659392249668142
16;1991;745539,0;0,5517256451136208;1,3573842197912858
16;1992;927781,0;0,2444432819745177;-0,5569477617373073
16;1993;886363,0;-0,04464200064454871;-1,1826272347677056
16;1994;911214,0;0,02803704577018662;-1,6280418745885723
16;1995;919498,0;0,009091168485119816;-0,6757444218753257
16;1996;654417,0;-0,28828882716438753;-32,71086617042144
16;1997;1068605,0;0,6329114310905737;-3,195407422881762
16;1998;1027187,0;-0,03875894273375102;-1,061239125776201
16;1999;936065,0;-0,08871023484526186;1,2887681806659188
16;2000;911214,0;-0,02654837003840549;-0,7007293455516821
16;2001;844944,0;-0,07272715300686772;1,739420646226451
16;2002;786957,0;-0,06862821678123043;-0,05636046588060739
16;2003;828376,0;0,05263184646683361;-1,7669126335397984
16;2004;919498,0;0,11000077259601926;1,0900040561057867
16;2005;795241,0;-0,13513569360672884;-2,228497677039217
16;2006;861511,0;0,08333322854329683;-1,6166633427420942
16;2007;770390,0;-0,10576881780963909;-2,269227409744308
16;2008;662701,0;-0,13978504393878421;0,32160921180349145
16;2009;1035470,0;0,5624995284449548;-5,024032275522187
16;2010;886363,0;-0,1439993432933837;-1,2559990471307128
16;2011;770390,0;-0,1308414272707683;-0,09137483353523024
16;2012;836660,0;0,0860213658017368;-1,6574474736026907
16;2013;637850,0;-0,2376234073578275;-3,762376592642171
16;2014;820092,0;0,28571294191424323;-2,2023770936168745
16;2015;844944,0;0,030303917121493607;-0,8939357912229635
16;2016;795241,0;-0,05882401673957094;-2,941135745050231
17;1980;1675245,0;1,1065878142600796;-19,81183699439004
17;1981;1739678,0;0,03846183692534533;-0,9652428515570969
17;1982;1610812,0;-0,07407462760349903;-2,925925372396497
17;1983;1752564,0;0,08800033771787152;-2,187995681718617
17;1984;1378856,0;-0,21323500882136115;-3,423115801043754
17;1985;1881429,0;0,3644854865192595;-2,709313534085809
17;1986;1546380,0;-0,17808219178082196;-1,4885851381394086
17;1987;1688132,0;0,09166699000245737;-1,5147454053984144
17;1988;1443288,0;-0,14503842116611732;-2,5822317408069053
17;1989;1314423,0;-0,0892857142857143;-0,3843995710388186
17;1990;1327310,0;0,009804301963675321;-1,1098081819931636
17;1991;1469061,0;0,10679569957282031;9,89273871495345
17;1992;1301536,0;-0,11403542807276212;-2,067790449698822
17;1993;1791224,0;0,3762385366213459;-4,299312704655968
17;1994;1636586,0;-0,08633091115349056;-1,2294579176517895
17;1995;1198444,0;-0,2677170646699898;2,1010568647191366
17;1996;1237104,0;0,03225849518208612;-1,1204947290971183
17;1997;1340196,0;0,08333333333333326;1,5832988446283807
17;1998;1572153,0;0,17307692307692313;1,0769230769230793
17;1999;1082466,0;-0,3114754098360656;-2,799635701275045
17;2000;1353082,0;0,2499995380917277;-1,8026300959787047
17;2001;1469061,0;0,08571468691476203;-0,6571406188626143
17;2002;1443288,0;-0,01754385964912286;-1,2046774045452577
17;2003;1507720,0;0,044642510711652816;-3,5446231105642028
17;2004;1404628,0;-0,06837609105138887;-2,531636325139325
17;2005;1688132,0;0,20183564616396654;-3,9518453462376866
17;2006;1546380,0;-0,08396973696369714;-1,4160302630363029
17;2007;1469061,0;-0,050000000000000044;-0,4045473785202319
17;2008;1739678,0;0,18421086666925346;-4,684217333385066
17;2009;2164932,0;0,24444408677927765;0,32697973360155563
17;2010;1868542,0;-0,13690499285889812;-1,5600666993532855
17;2011;1932975,0;0,03448303543618492;-1,2518756600186602
17;2012;2139159,0;0,10666666666666669;2,0933085013373147
17;2013;1997408,0;-0,0662648265042477;-1,621232748477322
17;2014;1958748,0;-0,01935508418910914;-0,7079131537774652
17;2015;2048954,0;0,04605288684404529;-3,379368975824898
17;2016;1945862,0;-0,05031445313071936;-2,0925363550195137
3;1980;;0,0;-1,0
3;1981;;0,0;
3;1982;;0,0;
3;1983;;0,0;
3;1984;;0,0;
3;1985;;0,0;
3;1986;;0,0;
3;1987;;0,0;
3;1988;;0,0;
3;1989;1736764,0;-0,10745777449788319;-inf
3;1990;2500940,0;0,43999990787464505;-5,094630750828667
3;1991;2084116,0;-0,16666693323310433;-1,3787885639298527
3;1992;2361999,0;0,13333374917710916;-1,8000012155418101
3;1993;2570410,0;0,08823500772015569;-0,3382395060162011
3;1994;2883028,0;0,121621842429807;0,3783853548870342
3;1995;2657248,0;-0,07831349539442556;-1,6439097930918414
3;1996;2848292,0;0,07189543467527315;-1,9180465552351116
3;1997;2292528,0;-0,19512184846216607;-3,7139671572119157
3;1998;2952498,0;0,2878787085697536;-2,4753791584009774
3;1999;2848292,0;-0,035294181401646973;-1,1226008744342242
3;2000;3178278,0;0,11585399249796025;-4,282523857956768
3;2001;3768777,0;0,18579211761840853;0,6036747082469309
3;2002;4359277,0;0,15668212791576686;-0,15668043443279756
3;2003;4185600,0;-0,03984078093683885;-1,2542777626702737
3;2004;4133498,0;-0,01244791666666667;-0,687558416929607
3;2005;4150865,0;0,004201526165005909;-1,3375284617912695
3;2006;4046659,0;-0,02510464686276237;-6,975125675012205
3;2007;3681939,0;-0,09012867157820814;2,5901190752017973
3;2008;4011924,0;0,08962261460605414;-1,994385172184471
3;2009;3681939,0;-0,08225105959135814;-1,9177489404086407
3;2010;4029292,0;0,09433969438385592;-2,146972389809406
3;2011;3820880,0;-0,051724223511227296;-1,5482763522719099
3;2012;3872983,0;0,013636387429073915;-1,2636363874290737
3;2013;3855615,0;-0,0044843987179907785;-1,3288553321996166
3;2014;3820880,0;-0,009008938911172382;1,008951361757772
3;2015;4116130,0;0,07727277485814787;-9,577344748371921
3;2016;4185600,0;0,016877503868925503;-0,7815853785513969
28;1980;;0,0;-1,0
28;1981;;0,0;
28;1982;;0,0;
28;1983;;0,0;
28;1984;;0,0;
28;1985;;0,0;
28;1986;;0,0;
28;1987;;0,0;
28;1988;;0,0;
28;1989;2408152,0;-0,42465787461773696;-inf
28;1990;2552641,0;0,05999995016925852;-1,1412900919905664
28;1991;3529900,0;0,38284231899432775;5,380710615831148
28;1992;3311946,0;-0,061745091928949836;-1,161280738480389
28;1993;3638592,0;0,09862660804252243;-2,5973189926741416
28;1994;3245884,0;-0,10792856137758777;-2,0943148458583796
28;1995;3000757,0;-0,0755193346404246;-0,30028406126696705
28;1996;3075442,0;0,02488871974638407;-1,329567518899477
28;1997;3008160,0;-0,021877180580872624;-1,8789998362230353
28;1998;3014343,0;0,002055409286739973;-1,0939522018909984
28;1999;3156961,0;0,04731312926233011;22,018835989289578
28;2000;2943319,0;-0,06767330986983999;-2,4303283449002455
28;2001;3286643,0;0,11664518864587903;-2,723651301676089
28;2002;3653399,0;0,11158985019060474;-0,04333945115063165
28;2003;3538524,0;-0,031443321684820114;-1,2817758212876198
28;2004;3280460,0;-0,07292984306450934;1,3194064480699463
28;2005;3266874,0;-0,004141492351682374;-0,9432126523566071
28;2006;2963089,0;-0,09298950617624069;21,453139660747194
28;2007;3011252,0;0,016254321081816903;-1,1747973696194332
28;2008;3212528,0;0,06684130056202542;3,112217312896462
28;2009;3304542,0;0,02864224062794163;-0,5714888790746517
28;2010;3259470,0;-0,013639409031569238;-1,4761990938049538
28;2011;3214399,0;-0,013827708185686682;0,013805521462228576
28;2012;3570659,0;0,11083253821320871;-9,015250012864282
28;2013;2873596,0;-0,19521970594223648;-2,761393441758882
28;2014;3208866,0;0,11667262899864839;-1,597647806278177
28;2015;3641683,0;0,1348816061499607;0,15606897099681594
28;2016;3842960,0;0,05527032418801969;-0,5902308271257504
4;1980;;0,0;-1,0
4;1981;;0,0;
4;1982;;0,0;
4;1983;;0,0;
4;1984;;0,0;
4;1985;;0,0;
4;1986;;0,0;
4;1987;;0,0;
4;1988;;0,0;
4;1989;;0,0;
4;1990;;0,0;
4;1991;;0,0;
4;1992;;0,0;
4;1993;;0,0;
4;1994;;0,0;
4;1995;;0,0;
4;1996;;0,0;
4;1997;;0,0;
4;1998;;0,0;
4;1999;377447,0;-0,901782219955451;-inf
4;2000;339702,0;-0,10000079481357649;-0,889107599816598
4;2001;452936,0;0,33333333333333326;-4,333306839758024
4;2002;392544,0;-0,13333451083596803;-1,4000035325079043
4;2003;441612,0;0,125;-1,937491720757716
4;2004;384996,0;-0,12820303796092503;-2,0256243036874
4;2005;441612,0;0,1470560733098525;-2,1470560733098516
4;2006;498229,0;0,12820530239214523;-0,12818763954065338
4;2007;558621,0;0,12121333764192777;-0,054537250954183936
4;2008;528425,0;-0,054054537870935726;-1,445945462129064
4;2009;585042,0;0,10714292472914799;-2,9821263662445823
4;2010;702051,0;0,20000102556739519;0,8666750611203482
4;2011;758668,0;0,08064513831616216;-0,5967763760841975
4;2012;826608,0;0,0895516879583691;0,11044124702582314
4;2013;520876,0;-0,3698633451406229;-5,130166092598561
4;2014;766217,0;0,4710161343582733;-2,273486925770359
4;2015;834157,0;0,08866939783377292;-0,8117487037793751
4;2016;981361,0;0,1764703766796898;0,9902061025667044
5;1980;;0,0;-1,0
5;1981;;0,0;
5;1982;;0,0;
5;1983;;0,0;
5;1984;;0,0;
5;1985;;0,0;
5;1986;;0,0;
5;1987;;0,0;
5;1988;;0,0;
5;1989;;0,0;
5;1990;;0,0;
5;1991;;0,0;
5;1992;;0,0;
5;1993;;0,0;
5;1994;;0,0;
5;1995;;0,0;
5;1996;;0,0;
5;1997;;0,0;
5;1998;;0,0;
5;1999;;0,0;
5;2000;293568,0;-0,7008562598269139;-inf
5;2001;296503,0;0,009997683671244761;-1,0142649559464787
5;2002;296503,0;0,0;-1,0
5;2003;255404,0;-0,13861242550665587;-inf
5;2004;314118,0;0,22988676763089066;-2,6584860036220346
5;2005;322925,0;0,028037234415092316;-0,8780389375863978
5;2006;325860,0;0,009088797708446172;-0,6758311617370609
5;2007;308246,0;-0,05405388817283496;-6,947308973837427
5;2008;346410,0;0,12381020353873207;-3,2904957945458855
5;2009;358153,0;0,033899136860945145;-0,7262007823907637
5;2010;396317,0;0,1065578118848649;2,143378320278977
5;2011;378702,0;-0,04444674338976118;-1,4171138896675697
5;2012;364024,0;-0,03875870737413589;-0,12797419072407434
5;2013;410995,0;0,12903270114058407;-4,329128081982656
5;2014;343474,0;-0,16428667015413811;-2,2732173216706055
5;2015;399252,0;0,16239366007325162;-1,9884773969847314
5;2016;449159,0;0,1250012523418793;-0,23025780510461769
6;1980;;0,0;-1,0
6;1981;;0,0;
6;1982;;0,0;
6;1983;;0,0;
6;1984;;0,0;
6;1985;;0,0;
6;1986;;0,0;
6;1987;;0,0;
6;1988;;0,0;
6;1989;;0,0;
6;1990;;0,0;
6;1991;;0,0;
6;1992;;0,0;
6;1993;;0,0;
6;1994;;0,0;
6;1995;;0,0;
6;1996;;0,0;
6;1997;;0,0;
6;1998;;0,0;
6;1999;;0,0;
6;2000;;0,0;
6;2001;;0,0;
6;2002;;0,0;
6;2003;;0,0;
6;2004;;0,0;
6;2005;1546277,0;2,4426049572645767;inf
6;2006;1298872,0;-0,1600004397659669;-1,065504018277744
6;2007;1468963,0;0,13095285755640274;-1,8184531101786212
6;2008;1468963,0;0,0;-1,0
6;2009;1731830,0;0,17894732542616798;inf
6;2010;1453500,0;-0,160714388825693;-1,8981100356931697
6;2011;1809144,0;0,24468111455108366;-2,52245929153524
6;2012;1778218,0;-0,01709427220829296;-1,069863472052822
6;2013;1623590,0;-0,08695671734286792;4,086892046839088
6;2014;1546277,0;-0,04761854901791707;-0,4523879181161077
6;2015;1886457,0;0,21999939208822217;-5,620035608507195
6;2016;1515351,0;-0,1967211550541571;-1,8941895392841348
18;1980;;0,0;-1,0
18;1981;;0,0;
18;1982;;0,0;
18;1983;;0,0;
18;1984;;0,0;
18;1985;;0,0;
18;1986;;0,0;
18;1987;;0,0;
18;1988;;0,0;
18;1989;;0,0;
18;1990;;0,0;
18;1991;;0,0;
18;1992;;0,0;
18;1993;;0,0;
18;1994;479394,0;-0,6836416117453976;-inf
18;1995;556097,0;0,15999991656132528;-1,2340406344675703
18;1996;421867,0;-0,24137875226803962;-2,5086179884070328
18;1997;412279,0;-0,022727542092650044;-0,905842822207432
18;1998;335576,0;-0,1860463424040516;7,18594204536609
18;1999;450630,0;0,34285526974515457;-2,842848751095297
18;2000;397897,0;-0,11702061558262877;-1,3413119934531283
18;2001;407485,0;0,024096688338941963;-1,2059183180584723
18;2002;484188,0;0,1882351497601138;6,811660553201927
18;2003;321194,0;-0,33663370426363315;-2,7883679253988323
18;2004;383515,0;0,19402915372018148;-1,5763806513213199
18;2005;354752,0;-0,07499837033753565;-1,3865314510709783
18;2006;431455,0;0,21621583528775035;-3,882940446767779
18;2007;445836,0;0,0333314018843216;-0,8458419946903399
18;2008;436249,0;-0,021503422783265558;-1,6451400651522048
18;2009;575273,0;0,31868038665991216;-15,819984235622076
18;2010;421867,0;-0,26666643489265096;-1,836783329176862
18;2011;541715,0;0,2840895353274848;-2,0653366834181726
18;2012;565685,0;0,044248359377163204;-0,844245021816253
18;2013;436249,0;-0,22881285521093897;-6,171103707158697
18;2014;412279,0;-0,05494568468924854;-0,7598662687085698
18;2015;421867,0;0,023256095993247294;-1,4232560959932476
18;2016;474600,0;0,12499911109425477;4,374896591867778
24;1980;;0,0;-1,0
24;1981;;0,0;
24;1982;;0,0;
24;1983;;0,0;
24;1984;;0,0;
24;1985;;0,0;
24;1986;;0,0;
24;1987;;0,0;
24;1988;;0,0;
24;1989;;0,0;
24;1990;;0,0;
24;1991;;0,0;
24;1992;;0,0;
24;1993;;0,0;
24;1994;;0,0;
24;1995;;0,0;
24;1996;;0,0;
24;1997;;0,0;
24;1998;;0,0;
24;1999;;0,0;
24;2000;;0,0;
24;2001;;0,0;
24;2002;;0,0;
24;2003;;0,0;
24;2004;;0,0;
24;2005;;0,0;
24;2006;;0,0;
24;2007;;0,0;
24;2008;;0,0;
24;2009;7633,0;-0,9839169827222924;-inf
24;2010;10904,0;0,4285339971177782;-1,4355387747573116
24;2011;9814,0;-0,09996331621423327;-1,2332681114837183
24;2012;12649,0;0,2888730385164051;-3,889790469709067
24;2013;4471,0;-0,6465333227923156;-3,238122761863769
24;2014;6324,0;0,414448669201521;-1,6410321859537833
24;2015;6761,0;0,06910183428209993;-0,8332680512275938
24;2016;6215,0;-0,08075728442538088;-2,1686706331947567
7;1980;;0,0;-1,0
7;1981;;0,0;
7;1982;;0,0;
7;1983;;0,0;
7;1984;282068,0;44,385036202735314;inf
7;1985;184885,0;-0,3445374874143824;-1,0077624694466996
7;1986;151700,0;-0,17948995321416017;-0,47904085978811395
7;1987;154071,0;0,01562953197099537;-1,0870774753188934
7;1988;191996,0;0,24615274775915008;14,749207859579547
7;1989;215699,0;0,1234556969936873;-0,49845899297259355
7;1990;237032,0;0,09890171025364047;-0,19888905362789666
7;1991;232291,0;-0,020001518782274075;-1,202236328684092
7;1992;220440,0;-0,05101790426663111;1,5507015153191595
7;1993;255994,0;0,16128651787334425;-4,161370898938232
7;1994;270216,0;0,05555598959350605;-0,6555447391012974
7;1995;258365,0;-0,04385750658732268;-1,789428951013577
7;1996;253624,0;-0,01835000870860992;-0,5815993626524559
7;1997;251254,0;-0,009344541526038586;-0,49076092145645267
7;1998;265476,0;0,056604073964991564;-7,057447955821502
7;1999;291549,0;0,09821226777561809;0,7350741898252822
7;2000;305771,0;0,04878082243465087;-0,503312330124597
7;2001;315252,0;0,03100686461436819;-0,36436363581392106
7;2002;329474,0;0,045113115856521224;0,4549396211965391
7;2003;355548,0;0,07913826280677694;0,7542185083927713
7;2004;334215,0;-0,06000033750717204;-1,7581710209341868
7;2005;360288,0;0,07801265652349532;-2,300203628257428
7;2006;348437,0;-0,032893129940492094;-1,4216383777494561
7;2007;372140,0;0,06802664470191178;-3,0681110257668007
7;2008;383991,0;0,031845542000322524;-0,5318666363765614
7;2009;353177,0;-0,08024667244805217;-3,5198714610427873
7;2010;350807,0;-0,006710516256721144;-0,9163763922913413
7;2011;350807,0;0,0;-1,0
7;2012;365029,0;0,04054081018907829;inf
7;2013;336585,0;-0,07792257601450847;-2,922077423985494
7;2014;362659,0;0,07746631608657539;-1,9941447016863492
7;2015;381621,0;0,052286031781921816;-0,3250481703107245
7;2016;426657,0;0,11801237353290306;1,2570535477834155
22;1980;;0,0;-1,0
22;1981;;0,0;
22;1982;;0,0;
22;1983;;0,0;
22;1984;;0,0;
22;1985;;0,0;
22;1986;;0,0;
22;1987;;0,0;
22;1988;;0,0;
22;1989;;0,0;
22;1990;;0,0;
22;1991;;0,0;
22;1992;;0,0;
22;1993;;0,0;
22;1994;;0,0;
22;1995;;0,0;
22;1996;2244783,0;4,261329358243272;inf
22;1997;1863170,0;-0,16999995099749066;-1,039893642735837
22;1998;2469262,0;0,32530150227837495;-2,9135388002739875
22;1999;2559053,0;0,0363634964616959;-0,8882160205009504
22;2000;2536605,0;-0,008771994952820439;-1,241230789290589
22;2001;2940666,0;0,15929204586445267;-19,159158403669153
22;2002;3030458,0;0,030534579581632082;-0,8083107074435151
22;2003;3052905,0;0,007407131199310468;-0,7574182680489175
22;2004;3232488,0;0,05882364502007098;6,9414882006608565
22;2005;2963114,0;-0,08333333333333337;-2,416663882438763
22;2006;2626396,0;-0,11363653237776206;0,363638388533144
22;2007;2716188,0;0,0341882945298424;-1,3008565451134166
22;2008;3367175,0;0,23966934542086182;6,0102749703311
22;2009;3277384,0;-0,026666567671712937;-1,1112639900813606
22;2010;3052905,0;-0,0684933471329573;1,5685100525934166
22;2011;3658997,0;0,1985295972196972;-3,8985238060321
22;2012;3210040,0;-0,12269947201377862;-1,6180412076190165
22;2013;2828427,0;-0,11888107313304508;-0,03111992919011708
22;2014;2895770,0;0,02380934703282067;-1,2002787021124428
22;2015;3165144,0;0,09302327187587411;2,9070064268307543
22;2016;3254936,0;0,028369009435273762;-0,6950332012280966
8;1980;;0,0;-1,0
8;1981;;0,0;
8;1982;;0,0;
8;1983;;0,0;
8;1984;;0,0;
8;1985;;0,0;
8;1986;;0,0;
8;1987;;0,0;
8;1988;;0,0;
8;1989;;0,0;
8;1990;;0,0;
8;1991;;0,0;
8;1992;;0,0;
8;1993;;0,0;
8;1994;;0,0;
8;1995;;0,0;
8;1996;;0,0;
8;1997;;0,0;
8;1998;;0,0;
8;1999;;0,0;
8;2000;1638118,0;-0,4967280462657331;-inf
8;2001;1720024,0;0,05000006104566346;-1,1006588241222746
8;2002;1507068,0;-0,12380990032697214;-3,4761949833201307
8;2003;1638118,0;0,08695692563308355;-1,7023422634493461
8;2004;1769167,0;0,07999973139908123;-0,08000736207439452
8;2005;1965741,0;0,1111110483069151;0,388892767059855
8;2006;1818311,0;-0,0749997074894404;-1,674997748939182
8;2007;1900217,0;0,04504509954567726;-1,6006036697145705
8;2008;2047647,0;0,0775858757184047;0,7224043569873786
8;2009;2064028,0;0,007999914047684964;-0,8968895565899084
8;2010;2260603,0;0,0952385335857846;10,904944605416727
